sign_id,method,k_used,seed,est_lat,est_lon,gt_lat,gt_lon,err_m,hit_1m,hit_2m,n_outliers_detected,outlier_idx,outlier_frames,residual_norm,n_iter,assumed_s,fallback_triggered,runtime_ms
24,sp,8,0,49.05699319759105,8.418657100305326,49.05699793589034,8.418660548370681,0.5841123028887507,1,1,3,0|5|7,2011_09_26_drive_0028_0000000400|2011_09_26_drive_0028_0000000405|2011_09_26_drive_0028_0000000407,0.85043,,3,0,0.205
25,sp,10,0,49.067512678186986,8.400968248477886,49.06749858646056,8.400967016881998,1.5697375883966769,0,1,3,3|6|7,2011_09_26_drive_0029_0000000170|2011_09_26_drive_0029_0000000176|2011_09_26_drive_0029_0000000179,10.326412,,3,0,0.2194
26,sp,10,0,49.067511071286106,8.401015674339023,49.067498967657734,8.400967010702349,3.8022284562682516,0,0,3,1|3|9,2011_09_26_drive_0029_0000000166|2011_09_26_drive_0029_0000000170|2011_09_26_drive_0029_0000000183,7.206242,,3,0,0.1589
27,sp,10,0,49.067636771925514,8.400884713727217,49.06761751504026,8.400949624845799,5.204284881217122,0,0,3,7|8|9,2011_09_26_drive_0029_0000000179|2011_09_26_drive_0029_0000000181|2011_09_26_drive_0029_0000000183,7.633479,,3,0,0.2641
28,sp,8,0,49.03939984689913,8.362489326294774,49.03938883765934,8.36249498880362,1.2924470845745284,0,1,3,0|1|7,2011_09_26_drive_0032_0000000213|2011_09_26_drive_0032_0000000215|2011_09_26_drive_0032_0000000226,0.466875,,3,0,0.1967
29,sp,13,0,49.03922276882827,8.362232949479015,49.03923502715589,8.362231377937965,1.368088421322354,0,1,3,0|11|12,2011_09_26_drive_0032_0000000222|2011_09_26_drive_0032_0000000244|2011_09_26_drive_0032_0000000246,10.543175,,3,0,0.233
30,sp,11,0,49.03894983302193,8.362290603058645,49.038950655827506,8.362296941495774,0.47238044768155835,1,1,3,8|9|10,2011_09_26_drive_0032_0000000269|2011_09_26_drive_0032_0000000270|2011_09_26_drive_0032_0000000271,7.885002,,3,0,0.26
31,sp,5,0,49.03905679872721,8.362205244677869,49.03905662084125,8.36219852071007,0.4920178363487176,1,1,0,,,,14,,1,0.088
34,sp,14,0,49.02572865118903,8.356218025751314,49.02572148660942,8.35622192078498,0.8461647887793878,1,1,3,1|12|13,2011_09_26_drive_0036_0000000015|2011_09_26_drive_0036_0000000026|2011_09_26_drive_0036_0000000027,22.339328,,3,0,0.2777
36,sp,18,0,49.02449778743109,8.356185732916169,49.02447760808259,8.356138793759902,4.1013743977801855,0,0,3,2|5|17,2011_09_26_drive_0036_0000000272|2011_09_26_drive_0036_0000000275|2011_09_26_drive_0036_0000000288,13.392005,,3,0,0.2814
37,sp,18,0,49.024492521412014,8.356152329751081,49.02447806671637,8.356115816624278,3.116927396264559,0,0,3,0|2|17,2011_09_26_drive_0036_0000000270|2011_09_26_drive_0036_0000000272|2011_09_26_drive_0036_0000000288,37.627953,,3,0,0.3301
39,sp,26,0,49.03316605077949,8.337107248134847,49.03317670411804,8.337129460746299,2.010440590530197,0,0,3,19|22|25,2011_09_26_drive_0046_0000000064|2011_09_26_drive_0046_0000000069|2011_09_26_drive_0046_0000000075,47.2129,,3,0,0.3236
40,sp,7,0,49.016684983620756,8.353341290510114,49.01668975790858,8.353342299304732,0.53605198628303,1,1,3,0|5|6,2011_09_26_drive_0051_0000000115|2011_09_26_drive_0051_0000000124|2011_09_26_drive_0051_0000000126,1.274199,,3,0,0.1948
41,sp,5,0,49.016649088068725,8.353209279362192,49.01667389104093,8.353205427482317,2.7726928527925754,0,0,0,,,,31,,1,0.1652
42,sp,12,0,49.016389331539266,8.353170289718994,49.01640132683856,8.353162993425078,1.4368000068507627,0,1,3,0|1|10,2011_09_26_drive_0051_0000000141|2011_09_26_drive_0051_0000000143|2011_09_26_drive_0051_0000000161,9.285095,,3,0,0.2988
43,sp,9,0,48.980113249392204,8.40439350920428,48.98010072003008,8.404381512004727,1.6470458877400738,0,1,3,2|6|7,2011_09_26_drive_0056_0000000012|2011_09_26_drive_0056_0000000016|2011_09_26_drive_0056_0000000017,2.592403,,3,0,0.21
45,sp,13,0,48.95885672725779,8.405972182129752,48.95885663507571,8.405977215348424,0.3687354232748371,1,1,3,0|1|11,2011_09_26_drive_0057_0000000328|2011_09_26_drive_0057_0000000330|2011_09_26_drive_0057_0000000340,7.052319,,3,0,0.3904
46,sp,15,0,48.9431303981682,8.409111492299878,48.94312963201558,8.409122608985903,0.8187986446010926,1,1,3,1|3|8,2011_09_26_drive_0059_0000000008|2011_09_26_drive_0059_0000000011|2011_09_26_drive_0059_0000000020,4.685204,,3,0,0.4525
47,sp,19,0,48.943113936555534,8.409154443237457,48.94311380552018,8.409155077174894,0.048671807235666935,1,1,3,3|5|15,2011_09_26_drive_0059_0000000011|2011_09_26_drive_0059_0000000015|2011_09_26_drive_0059_0000000034,34.150878,,3,0,0.4087
48,sp,19,0,48.943063845829634,8.409135303836583,48.94306486288977,8.409119633657612,1.153480232960094,0,1,3,0|1|5,2011_09_26_drive_0059_0000000006|2011_09_26_drive_0059_0000000008|2011_09_26_drive_0059_0000000015,33.58321,,3,0,0.2675
49,sp,13,0,48.94300839594389,8.409492862434796,48.94301091350838,8.409482777561662,0.7900422622866705,1,1,3,7|10|12,2011_09_26_drive_0059_0000000068|2011_09_26_drive_0059_0000000074|2011_09_26_drive_0059_0000000078,16.461578,,3,0,0.2021
50,sp,13,0,48.943011680823076,8.409469562987923,48.94301039462745,8.409481569866855,0.8911212221249519,1,1,3,1|6|7,2011_09_26_drive_0059_0000000056|2011_09_26_drive_0059_0000000066|2011_09_26_drive_0059_0000000068,7.328393,,3,0,0.2418
51,sp,13,0,48.94296539475707,8.409423483628432,48.94295561108832,8.409430032149713,1.1890884516656726,0,1,3,2|7|9,2011_09_26_drive_0059_0000000058|2011_09_26_drive_0059_0000000068|2011_09_26_drive_0059_0000000072,5.329259,,3,0,0.2418
52,sp,11,0,48.94224667626652,8.411491446004383,48.942217287367484,8.41149040963212,3.26918054720368,0,0,3,2|5|7,2011_09_26_drive_0059_0000000348|2011_09_26_drive_0059_0000000354|2011_09_26_drive_0059_0000000358,3.939588,,3,0,0.1735
54,sp,13,0,48.94268664005432,8.413820072111653,48.94268369423031,8.413821471125225,0.34325758840508674,1,1,3,0|8|10,2011_09_26_drive_0061_0000000168|2011_09_26_drive_0061_0000000176|2011_09_26_drive_0061_0000000178,7.346424,,3,0,0.2393
55,sp,4,0,48.942716016023795,8.414148509555423,48.94271185426669,8.414149195405537,0.46554237677236077,1,1,0,,,,199,,1,1.1588
57,sp,5,0,48.94400767261202,8.416288791987638,48.94401480267582,8.41634685837474,4.326856804458506,0,0,0,,,,33,,1,0.1729
58,sp,33,0,48.944760185371656,8.417951674201035,48.944767127454554,8.41800216863239,3.7785607425416377,0,0,3,1|4|32,2011_09_26_drive_0064_0000000395|2011_09_26_drive_0064_0000000398|2011_09_26_drive_0064_0000000426,44.150461,,3,0,0.3626
60,sp,4,0,48.94912488880969,8.413307492794651,48.94915683732388,8.413357428633521,5.099178702427684,0,0,0,,,,199,,1,1.9491
61,sp,6,0,48.950817101514794,8.415072899836895,48.95084087851072,8.415059983227167,2.8083595436436175,0,0,0,,,,199,,1,2.452
62,sp,6,0,48.95088329691682,8.41515449040447,48.95089289785463,8.415138380264867,1.5913272426893041,0,1,0,,,,136,,1,1.4779
63,sp,7,0,48.95123967104126,8.416832917261459,48.95122100485476,8.416797926632704,3.2980608234292244,0,0,3,0|5|6,2011_09_26_drive_0070_0000000351|2011_09_26_drive_0070_0000000356|2011_09_26_drive_0070_0000000357,11.067662,,3,0,0.3083
64,sp,10,0,48.99807330461244,8.477462192591226,48.998116843477796,8.477518696462667,6.3670818858894656,0,0,3,1|3|8,2011_09_26_drive_0084_0000000134|2011_09_26_drive_0084_0000000136|2011_09_26_drive_0084_0000000141,6.956735,,3,0,0.3646
66,sp,6,0,48.99916277278158,8.478520851275526,48.99917693758366,8.478558809324605,3.1931157171838076,0,0,0,,,,199,,1,1.005
67,sp,18,0,48.99908207164724,8.473224437138489,48.999082522420714,8.47323004928152,0.41370659120537123,1,1,3,2|6|12,2011_09_26_drive_0091_0000000121|2011_09_26_drive_0091_0000000125|2011_09_26_drive_0091_0000000131,14.910387,,3,0,0.3606
68,sp,16,0,48.99916785478728,8.473141533935998,48.99915858009968,8.473219567344787,5.802350828450401,0,0,3,4|5|7,2011_09_26_drive_0091_0000000138|2011_09_26_drive_0091_0000000140|2011_09_26_drive_0091_0000000144,11.083714,,3,0,0.2081
69,sp,10,0,48.99922270382721,8.471813213990126,48.99922841762721,8.471817071364747,0.6952981655628878,1,1,3,1|5|9,2011_09_26_drive_0091_0000000324|2011_09_26_drive_0091_0000000332|2011_09_26_drive_0091_0000000339,5.826453,,3,0,0.1703
70,sp,11,0,48.998420333187646,8.468397252454988,48.998409700440135,8.468360658165338,2.927215986427214,0,0,3,0|8|10,2011_09_26_drive_0093_0000000133|2011_09_26_drive_0093_0000000141|2011_09_26_drive_0093_0000000143,34.853213,,3,0,0.3365
71,sp,12,0,48.998479349070614,8.46848235917704,48.99847590077246,8.46846155724285,1.5697244770369678,0,1,3,0|4|11,2011_09_26_drive_0093_0000000133|2011_09_26_drive_0093_0000000137|2011_09_26_drive_0093_0000000144,32.89941,,3,0,0.2952
72,sp,26,0,48.9982003420589,8.468595819946007,48.99824903344226,8.468785922027827,14.92737924405029,0,0,3,0|4|22,2011_09_26_drive_0093_0000000356|2011_09_26_drive_0093_0000000360|2011_09_26_drive_0093_0000000378,366.936813,,3,0,0.3485
73,sp,17,0,48.99823931341485,8.468653923954964,48.99826543241262,8.468795877787485,10.785863992791649,0,0,3,2|13|14,2011_09_26_drive_0093_0000000358|2011_09_26_drive_0093_0000000369|2011_09_26_drive_0093_0000000370,150.85895,,3,0,0.3612
74,sp,5,0,48.99828511502574,8.468874866032516,48.99829927833804,8.468912042226089,3.1434363829081664,0,0,0,,,,36,,1,0.1925
75,sp,19,0,48.99827711609636,8.468780825477985,48.998315083117305,8.468916335458207,10.777376266322005,0,0,3,0|17|18,2011_09_26_drive_0093_0000000356|2011_09_26_drive_0093_0000000373|2011_09_26_drive_0093_0000000374,215.664411,,3,0,0.321
76,sp,19,0,48.99830302677086,8.46867145168831,48.99834323488168,8.468810583632907,11.119569643571733,0,0,3,0|15|17,2011_09_26_drive_0093_0000000360|2011_09_26_drive_0093_0000000375|2011_09_26_drive_0093_0000000377,195.429876,,3,0,0.4702
81,sp,7,0,49.002347029172206,8.453468108136038,49.002343130266766,8.453483095631213,1.1792201915830909,0,1,3,4|5|6,2011_09_26_drive_0101_0000000430|2011_09_26_drive_0101_0000000431|2011_09_26_drive_0101_0000000432,3.024361,,3,0,0.2745
82,sp,6,0,49.002473121292454,8.453460983299726,49.002462470315926,8.45350815604084,3.649133593156281,0,0,0,,,,199,,1,0.9937
84,sp,8,0,49.00365252671979,8.446267962856941,49.0036701473211,8.446288123211048,2.4527074110655516,0,0,3,0|6|7,2011_09_26_drive_0101_0000000744|2011_09_26_drive_0101_0000000750|2011_09_26_drive_0101_0000000751,13.743116,,3,0,0.2441
85,sp,6,0,49.00431465814964,8.442605266148187,49.00429144228445,8.442728779993875,9.39852866761781,0,0,0,,,,133,,1,0.6364
87,sp,19,0,49.008079004305685,8.43153625014186,49.00807479165934,8.431529704209325,0.6699450250849952,1,1,3,0|16|18,2011_09_26_drive_0104_0000000016|2011_09_26_drive_0104_0000000032|2011_09_26_drive_0104_0000000034,27.601621,,3,0,0.2166
88,sp,19,0,49.008102223683274,8.431576912302116,49.008100709764044,8.431586298261276,0.7070148897348185,1,1,3,5|6|18,2011_09_26_drive_0104_0000000021|2011_09_26_drive_0104_0000000022|2011_09_26_drive_0104_0000000034,20.488721,,3,0,0.2747
89,sp,12,0,49.00820354461982,8.431724267342258,49.00830227321947,8.431615648050379,13.553571473179673,0,0,3,0|8|11,2011_09_26_drive_0104_0000000016|2011_09_26_drive_0104_0000000024|2011_09_26_drive_0104_0000000027,11.653519,,3,0,0.2288
90,sp,19,0,49.00821411726426,8.431407399626702,49.00821987587946,8.431413403911858,0.7765895321475578,1,1,3,7|8|18,2011_09_26_drive_0104_0000000042|2011_09_26_drive_0104_0000000043|2011_09_26_drive_0104_0000000054,20.109566,,3,0,0.3415
91,sp,16,0,49.008160756319455,8.431292842075036,49.00816064060647,8.431292811341311,0.013063388171612197,1,1,3,0|5|9,2011_09_26_drive_0104_0000000057|2011_09_26_drive_0104_0000000062|2011_09_26_drive_0104_0000000066,12.527156,,3,0,0.2538
93,sp,14,0,49.008437686934776,8.429825073154056,49.00843672999342,8.429827587058291,0.212486539021752,1,1,3,2|4|6,2011_09_26_drive_0104_0000000198|2011_09_26_drive_0104_0000000200|2011_09_26_drive_0104_0000000202,11.043803,,3,0,0.2444
94,sp,8,0,49.00846552979479,8.429610402566219,49.00846309359085,8.429609841353342,0.27402340087453875,1,1,3,2|6|7,2011_09_26_drive_0104_0000000219|2011_09_26_drive_0104_0000000227|2011_09_26_drive_0104_0000000229,5.273393,,3,0,0.3395
96,sp,7,0,49.008683289983445,8.428856750911057,49.00869204906277,8.428851229941532,1.0545170653062619,0,1,3,0|2|4,2011_09_26_drive_0104_0000000301|2011_09_26_drive_0104_0000000303|2011_09_26_drive_0104_0000000305,0.555174,,3,0,0.1898
97,sp,13,0,49.01101430423696,8.423157876211787,49.01103092799133,8.42313489202283,2.498994819847852,0,0,3,10|11|12,2011_09_26_drive_0106_0000000214|2011_09_26_drive_0106_0000000215|2011_09_26_drive_0106_0000000216,17.162038,,3,0,0.2353
98,sp,18,0,49.0110322639328,8.423316389285924,49.01102946855454,8.423327173821457,0.8479881627723724,1,1,3,1|13|17,2011_09_26_drive_0106_0000000205|2011_09_26_drive_0106_0000000217|2011_09_26_drive_0106_0000000225,9.990568,,3,0,0.3916
99,sp,10,0,49.0111801332778,8.423083605363683,49.01110811622246,8.423125899437846,8.585883547929486,0,0,3,2|3|9,2011_09_26_drive_0106_0000000214|2011_09_26_drive_0106_0000000215|2011_09_26_drive_0106_0000000225,30.581828,,3,0,0.2513
100,sp,4,0,49.01515241965251,8.418157461077149,49.01515132082473,8.418160847649256,0.27622701367998237,1,1,0,,,,199,,1,1.8677
102,sp,11,0,49.011085922108094,8.418039022113616,49.01108520403991,8.418042995885735,0.30147231407262515,1,1,3,1|8|10,2011_09_28_drive_0002_0000000035|2011_09_28_drive_0002_0000000049|2011_09_28_drive_0002_0000000053,7.168024,,3,0,0.8408
103,sp,14,0,49.01096503331274,8.41788973278516,49.010862665161646,8.417824667702513,12.339372775357132,0,0,3,2|3|13,2011_09_28_drive_0002_0000000061|2011_09_28_drive_0002_0000000062|2011_09_28_drive_0002_0000000072,6.26588,,3,0,0.3795
105,sp,8,0,49.00982621156406,8.417631097498925,49.00982304641679,8.4176336290623,0.3977449500801571,1,1,3,0|2|6,2011_09_29_drive_0026_0000000002|2011_09_29_drive_0026_0000000006|2011_09_29_drive_0026_0000000014,2.541561,,3,0,0.1974
106,sp,8,0,49.008869772881894,8.39739489706827,49.00888031397546,8.397383875212636,1.4228210627203601,0,1,3,5|6|7,2011_09_29_drive_0071_0000000169|2011_09_29_drive_0071_0000000171|2011_09_29_drive_0071_0000000173,4.278549,,3,0,0.1656
108,sp,17,0,49.05040355193749,8.396373167920684,49.05040373574427,8.396382177344005,0.6588873549037255,1,1,3,1|5|8,2011_09_30_drive_0018_0000000078|2011_09_30_drive_0018_0000000082|2011_09_30_drive_0018_0000000085,10.128046,,3,0,0.3304
109,sp,21,0,49.05108665562151,8.396296794895461,49.051091983077356,8.396305839225123,0.8877448763704412,1,1,3,0|1|2,2011_09_30_drive_0018_0000000740|2011_09_30_drive_0018_0000000741|2011_09_30_drive_0018_0000000742,25.781726,,3,0,0.7562
111,sp,21,0,49.0510881813588,8.396295650644785,49.05109365983753,8.396307535131836,1.0610739934646465,0,1,3,0|3|9,2011_09_30_drive_0018_0000001484|2011_09_30_drive_0018_0000001487|2011_09_30_drive_0018_0000001493,16.261143,,3,0,0.2935
112,sp,21,0,49.04954849975159,8.39633856155785,49.049538844669435,8.39629783975774,3.1644685023874852,0,0,3,0|1|2,2011_09_30_drive_0018_0000002260|2011_09_30_drive_0018_0000002261|2011_09_30_drive_0018_0000002262,85.133368,,3,0,0.3072
114,sp,9,0,49.05148161888099,8.396044385561746,49.05146913603603,8.396055370838694,1.6037316903429155,0,1,3,3|5|7,2011_09_30_drive_0018_0000002606|2011_09_30_drive_0018_0000002608|2011_09_30_drive_0018_0000002610,2.492313,,3,0,0.3788
115,sp,14,0,49.05207366628172,8.395855439830893,49.05206436642282,8.395865413355601,1.2653579878671373,0,1,3,8|12|13,2011_09_30_drive_0018_0000002668|2011_09_30_drive_0018_0000002672|2011_09_30_drive_0018_0000002673,12.87744,,3,0,0.3018
117,sp,7,0,49.05330117216018,8.393673238900282,49.053309037566294,8.393673131180291,0.874753310566453,1,1,3,0|3|6,2011_09_30_drive_0020_0000000222|2011_09_30_drive_0020_0000000225|2011_09_30_drive_0020_0000000228,1.366999,,3,0,0.1661
118,sp,16,0,49.05348323785343,8.396631908125887,49.05348782661079,8.39665668833155,1.8817874329160986,0,1,3,3|4|10,2011_09_30_drive_0020_0000000846|2011_09_30_drive_0020_0000000847|2011_09_30_drive_0020_0000000853,33.534017,,3,0,0.2057
119,sp,7,0,49.053301480267464,8.393672686136128,49.053308995012976,8.393673173856262,0.8364806378804822,1,1,3,0|2|6,2011_09_30_drive_0020_0000001041|2011_09_30_drive_0020_0000001043|2011_09_30_drive_0020_0000001047,1.171761,,3,0,0.1582
120,sp,16,0,48.98579527386795,8.394255073174659,48.98581402694546,8.3942980399286,3.7735209120302446,0,0,3,0|2|3,2011_09_30_drive_0027_0000000105|2011_09_30_drive_0027_0000000107|2011_09_30_drive_0027_0000000108,7.340503,,3,0,0.2618
121,sp,18,0,48.98649965722155,8.395655025494626,48.98648983325911,8.395664362701496,1.2886571260451727,0,1,3,6|7|8,2011_09_30_drive_0027_0000000438|2011_09_30_drive_0027_0000000439|2011_09_30_drive_0027_0000000440,9.952989,,3,0,0.3432
122,sp,10,0,48.98642105458877,8.395542017038906,48.986449876761135,8.395476550050772,5.764870407202914,0,0,3,0|1|5,2011_09_30_drive_0027_0000000440|2011_09_30_drive_0027_0000000441|2011_09_30_drive_0027_0000000445,5.652418,,3,0,0.2114
124,sp,15,0,48.98667679862308,8.393779837115972,48.986675676913414,8.393752993425,1.9686810569973425,0,1,3,0|1|2,2011_09_30_drive_0027_0000000608|2011_09_30_drive_0027_0000000609|2011_09_30_drive_0027_0000000610,18.920152,,3,0,0.2493
125,sp,15,0,48.98674343655446,8.39381604260397,48.98675227499934,8.39381796329511,0.9929207400376633,1,1,3,0|1|3,2011_09_30_drive_0027_0000000608|2011_09_30_drive_0027_0000000609|2011_09_30_drive_0027_0000000611,12.941695,,3,0,0.2471
126,sp,27,0,48.98680854274765,8.393599042951426,48.98682160657178,8.393587491973694,1.680904255958381,0,1,3,0|1|23,2011_09_30_drive_0027_0000000614|2011_09_30_drive_0027_0000000615|2011_09_30_drive_0027_0000000649,47.729889,,3,0,0.253
127,sp,7,0,48.98575801014111,8.392832281062597,48.98575191076279,8.392817411280369,1.282430350060367,0,1,3,2|4|5,2011_09_30_drive_0027_0000000861|2011_09_30_drive_0027_0000000863|2011_09_30_drive_0027_0000000864,1.626149,,3,0,0.2733
130,sp,16,0,48.985277695483404,8.39372747993692,48.98528424236844,8.39368695705649,3.0540599822023093,0,0,3,4|13|15,2011_09_30_drive_0027_0000000998|2011_09_30_drive_0027_0000001007|2011_09_30_drive_0027_0000001009,44.035532,,3,0,0.2996
132,sp,7,0,48.98483166607372,8.394703024711974,48.98482131635923,8.394696596088266,1.2434523062353298,0,1,3,0|3|6,2011_09_30_drive_0028_0000000061|2011_09_30_drive_0028_0000000064|2011_09_30_drive_0028_0000000069,0.696291,,3,0,0.2464
133,sp,5,0,48.98360529868199,8.396317793106416,48.983636898015256,8.396343108290827,3.972742533068926,0,0,0,,,,11,,1,0.164
136,sp,6,0,48.98772455305229,8.39822164525589,48.987703075613055,8.398253077554074,3.3162202986494616,0,0,0,,,,199,,1,1.0363
138,sp,9,0,48.986365318417064,8.399422844013422,48.986343438830836,8.399386187955873,3.6219631887384525,0,0,3,1|5|6,2011_09_30_drive_0028_0000001862|2011_09_30_drive_0028_0000001868|2011_09_30_drive_0028_0000001870,4.312408,,3,0,0.3467
139,sp,7,0,48.986220409964005,8.399269053624847,48.986214771881215,8.399260438568499,0.8892336154117984,1,1,3,1|3|6,2011_09_30_drive_0028_0000001864|2011_09_30_drive_0028_0000001868|2011_09_30_drive_0028_0000001874,1.790986,,3,0,0.2034
141,sp,15,0,48.98634799365648,8.399351715314026,48.98636397084218,8.399289575928034,4.882848720159502,0,0,3,11|13|14,2011_09_30_drive_0028_0000002486|2011_09_30_drive_0028_0000002488|2011_09_30_drive_0028_0000002489,11.949913,,3,0,0.2553
142,sp,12,0,48.986209178609144,8.39933890045915,48.98620013745401,8.399339265078936,1.005816184810462,0,1,3,8|10|11,2011_09_30_drive_0028_0000002494|2011_09_30_drive_0028_0000002499|2011_09_30_drive_0028_0000002501,5.547319,,3,0,0.2923
143,sp,5,0,48.98615847183179,8.398612767119223,48.986101766560246,8.398534224426191,8.533188545283446,0,0,0,,,,9,,1,0.0595
144,sp,11,0,48.98626284376521,8.39845170818672,48.9862849784411,8.398440341637096,2.5983700347780094,0,0,3,2|4|7,2011_09_30_drive_0028_0000002571|2011_09_30_drive_0028_0000002573|2011_09_30_drive_0028_0000002576,8.295794,,3,0,0.2267
145,sp,4,0,48.986273148783134,8.398585875284263,48.98630989206851,8.398578418355688,4.122490109254772,0,0,0,,,,199,,1,0.9688
146,sp,7,0,48.98614080079124,8.39843575168405,48.98612322601668,8.398431011423698,1.9850368780735244,0,1,3,3|4|6,2011_09_30_drive_0028_0000002599|2011_09_30_drive_0028_0000002600|2011_09_30_drive_0028_0000002604,1.487457,,3,0,0.2017
147,sp,8,0,48.98444513647586,8.397855272155866,48.98444792636873,8.39784437876048,0.8555756889733007,1,1,3,0|1|6,2011_09_30_drive_0028_0000002880|2011_09_30_drive_0028_0000002881|2011_09_30_drive_0028_0000002891,2.266286,,3,0,0.2039
148,sp,11,0,48.98444164700795,8.398568977994941,48.98444441570919,8.39857526234498,0.5535231291814121,1,1,3,2|8|10,2011_09_30_drive_0028_0000002970|2011_09_30_drive_0028_0000002981|2011_09_30_drive_0028_0000002985,3.356944,,3,0,0.223
149,sp,6,0,48.984425075961454,8.398565875690089,48.98443123440828,8.398582472576406,1.394561620778019,0,1,0,,,,199,,1,0.9693
150,sp,4,0,48.9843693604108,8.398542087126826,48.984358937316586,8.39851519414505,2.2843624717796196,0,0,0,,,,199,,1,0.9507
151,sp,8,0,48.98434937168109,8.398512266153947,48.984343359532794,8.398514767705981,0.6932257192798899,1,1,3,0|1|3,2011_09_30_drive_0028_0000002968|2011_09_30_drive_0028_0000002969|2011_09_30_drive_0028_0000002971,1.655984,,3,0,0.253
153,sp,10,0,48.983319836433694,8.399125694401974,48.98332027368333,8.399125014307177,0.06958879273640159,1,1,3,2|5|8,2011_09_30_drive_0028_0000003218|2011_09_30_drive_0028_0000003222|2011_09_30_drive_0028_0000003228,7.246032,,3,0,0.2316
154,sp,5,0,48.98342136921134,8.399997718796634,48.98339748223166,8.40008367417303,6.829419190723379,0,0,0,,,,24,,1,0.1321
156,sp,10,0,48.98348135450417,8.400859572392827,48.98348597564077,8.40081123495394,3.5752349074859557,0,0,3,1|3|9,2011_09_30_drive_0028_0000003457|2011_09_30_drive_0028_0000003459|2011_09_30_drive_0028_0000003465,3.513099,,3,0,0.1707
157,sp,10,0,48.983557184678816,8.400895352933425,48.983563439532645,8.400899381568639,0.755520616541538,1,1,3,0|3|6,2011_09_30_drive_0028_0000003461|2011_09_30_drive_0028_0000003464|2011_09_30_drive_0028_0000003467,1.458713,,3,0,0.1704
