sign_id,method,k_used,seed,est_lat,est_lon,gt_lat,gt_lon,err_m,hit_1m,hit_2m,n_outliers_detected,outlier_idx,outlier_frames,residual_norm,n_iter,assumed_s,fallback_triggered,runtime_ms
26,omp,10,0,49.06751092265091,8.401019254087766,49.067498967657734,8.400967010702349,4.0424632730863435,0,0,3,3|7|9,2011_09_26_drive_0029_0000000170|2011_09_26_drive_0029_0000000179|2011_09_26_drive_0029_0000000183,4.900075,,3,0,0.1613
27,omp,10,0,49.06763270772687,8.400896498564927,49.06761751504026,8.400949624845799,4.233824840076744,0,0,3,1|5|9,2011_09_26_drive_0029_0000000166|2011_09_26_drive_0029_0000000174|2011_09_26_drive_0029_0000000183,12.018261,,3,0,0.1462
28,omp,8,0,49.03939984689913,8.362489326294774,49.03938883765934,8.36249498880362,1.2924470845745284,0,1,3,0|1|7,2011_09_26_drive_0032_0000000213|2011_09_26_drive_0032_0000000215|2011_09_26_drive_0032_0000000226,0.466875,,3,0,0.1465
29,omp,13,0,49.03922276882827,8.362232949479015,49.03923502715589,8.362231377937965,1.368088421322354,0,1,3,0|11|12,2011_09_26_drive_0032_0000000222|2011_09_26_drive_0032_0000000244|2011_09_26_drive_0032_0000000246,10.543175,,3,0,0.1835
30,omp,11,0,49.03895225576742,8.36229044486655,49.038950655827506,8.362296941495774,0.5072310839555106,1,1,3,2|9|10,2011_09_26_drive_0032_0000000262|2011_09_26_drive_0032_0000000270|2011_09_26_drive_0032_0000000271,4.719356,,3,0,0.162
31,omp,5,0,49.03905679872721,8.362205244677869,49.03905662084125,8.36219852071007,0.4920178363487176,1,1,0,,,,14,,1,0.0821
34,omp,14,0,49.025729034129554,8.35621751661723,49.02572148660942,8.35622192078498,0.8990399429780738,1,1,3,1|11|13,2011_09_26_drive_0036_0000000015|2011_09_26_drive_0036_0000000025|2011_09_26_drive_0036_0000000027,24.384093,,3,0,0.1869
36,omp,18,0,49.02449859450878,8.356187140001307,49.02447760808259,8.356138793759902,4.236664162597953,0,0,3,2|5|8,2011_09_26_drive_0036_0000000272|2011_09_26_drive_0036_0000000275|2011_09_26_drive_0036_0000000278,14.230562,,3,0,0.2083
37,omp,18,0,49.02449213426034,8.356152730848349,49.02447806671637,8.356115816624278,3.1202882728423176,0,0,3,2|16|17,2011_09_26_drive_0036_0000000272|2011_09_26_drive_0036_0000000287|2011_09_26_drive_0036_0000000288,35.611629,,3,0,0.2027
39,omp,26,0,49.03316629604072,8.33710782390088,49.03317670411804,8.337129460746299,1.960354374219757,0,1,3,19|21|22,2011_09_26_drive_0046_0000000064|2011_09_26_drive_0046_0000000067|2011_09_26_drive_0046_0000000069,47.484159,,3,0,1.5593
40,omp,7,0,49.0166822607388,8.353343780653598,49.01668975790858,8.353342299304732,0.8407723267431664,1,1,3,4|5|6,2011_09_26_drive_0051_0000000123|2011_09_26_drive_0051_0000000124|2011_09_26_drive_0051_0000000126,1.38416,,3,0,0.1504
41,omp,5,0,49.016649088068725,8.353209279362192,49.01667389104093,8.353205427482317,2.7726928527925754,0,0,0,,,,31,,1,0.1585
42,omp,12,0,49.016389202285936,8.353170878700018,49.01640132683856,8.353162993425078,1.4665587510190672,0,1,3,0|6|10,2011_09_26_drive_0051_0000000141|2011_09_26_drive_0051_0000000153|2011_09_26_drive_0051_0000000161,9.198186,,3,0,0.1723
43,omp,9,0,48.980112375142305,8.404393949963483,48.98010072003008,8.404381512004727,1.5839760489172818,0,1,3,4|6|8,2011_09_26_drive_0056_0000000014|2011_09_26_drive_0056_0000000016|2011_09_26_drive_0056_0000000018,2.812987,,3,0,0.1524
45,omp,13,0,48.95885447272388,8.40597341611184,48.95885663507571,8.405977215348424,0.36774560265597644,1,1,3,5|8|11,2011_09_26_drive_0057_0000000334|2011_09_26_drive_0057_0000000337|2011_09_26_drive_0057_0000000340,9.177761,,3,0,0.1781
46,omp,15,0,48.94313033055233,8.409112277329111,48.94312963201558,8.409122608985903,0.7608224781558304,1,1,3,1|3|11,2011_09_26_drive_0059_0000000008|2011_09_26_drive_0059_0000000011|2011_09_26_drive_0059_0000000026,6.339365,,3,0,0.1765
47,omp,19,0,48.943113134941854,8.409159420234161,48.94311380552018,8.409155077174894,0.3267743515188057,1,1,3,12|14|15,2011_09_26_drive_0059_0000000028|2011_09_26_drive_0059_0000000032|2011_09_26_drive_0059_0000000034,34.170842,,3,0,0.1988
48,omp,19,0,48.94306311044699,8.409137183648891,48.94306486288977,8.409119633657612,1.3003148672188278,0,1,3,0|1|14,2011_09_26_drive_0059_0000000006|2011_09_26_drive_0059_0000000008|2011_09_26_drive_0059_0000000032,30.218212,,3,0,0.2157
49,omp,13,0,48.943008008737436,8.409496204362632,48.94301091350838,8.409482777561662,1.035272225061875,0,1,3,10|11|12,2011_09_26_drive_0059_0000000074|2011_09_26_drive_0059_0000000076|2011_09_26_drive_0059_0000000078,15.073871,,3,0,0.1739
50,omp,13,0,48.943011680823076,8.409469562987923,48.94301039462745,8.409481569866855,0.8911212221249519,1,1,3,1|6|7,2011_09_26_drive_0059_0000000056|2011_09_26_drive_0059_0000000066|2011_09_26_drive_0059_0000000068,7.328393,,3,0,0.1638
51,omp,13,0,48.942966165184764,8.409421906473941,48.94295561108832,8.409430032149713,1.3160199586318546,0,1,3,2|5|11,2011_09_26_drive_0059_0000000058|2011_09_26_drive_0059_0000000064|2011_09_26_drive_0059_0000000076,5.269134,,3,0,0.1642
52,omp,11,0,48.942247900033756,8.411490498271968,48.942217287367484,8.41149040963212,3.4043985213500116,0,0,3,2|3|5,2011_09_26_drive_0059_0000000348|2011_09_26_drive_0059_0000000350|2011_09_26_drive_0059_0000000354,4.879377,,3,0,0.1504
54,omp,13,0,48.942687520606164,8.413821534281837,48.94268369423031,8.413821471125225,0.42555115754936373,1,1,3,9|10|12,2011_09_26_drive_0061_0000000177|2011_09_26_drive_0061_0000000178|2011_09_26_drive_0061_0000000180,7.74997,,3,0,0.1678
55,omp,4,0,48.942716016023795,8.414148509555423,48.94271185426669,8.414149195405537,0.46554237677236077,1,1,0,,,,199,,1,0.9194
57,omp,5,0,48.94400767261202,8.416288791987638,48.94401480267582,8.41634685837474,4.326856804458506,0,0,0,,,,33,,1,0.1647
58,omp,33,0,48.94476059655051,8.417952898607147,48.944767127454554,8.41800216863239,3.6815139800441345,0,0,3,1|2|4,2011_09_26_drive_0064_0000000395|2011_09_26_drive_0064_0000000396|2011_09_26_drive_0064_0000000398,43.848236,,3,0,0.3441
60,omp,4,0,48.94912488880969,8.413307492794651,48.94915683732388,8.413357428633521,5.099178702427684,0,0,0,,,,199,,1,1.0035
61,omp,6,0,48.950817101514794,8.415072899836895,48.95084087851072,8.415059983227167,2.8083595436436175,0,0,0,,,,199,,1,0.9393
62,omp,6,0,48.95088329691682,8.41515449040447,48.95089289785463,8.415138380264867,1.5913272426893041,0,1,0,,,,136,,1,0.6605
63,omp,7,0,48.95123851574063,8.4168265458317,48.95122100485476,8.416797926632704,2.861140231456203,0,0,3,0|4|6,2011_09_26_drive_0070_0000000351|2011_09_26_drive_0070_0000000355|2011_09_26_drive_0070_0000000357,4.260503,,3,0,0.1953
64,omp,10,0,48.99807217946205,8.477461065088823,48.998116843477796,8.477518696462667,6.515840108036481,0,0,3,3|8|9,2011_09_26_drive_0084_0000000136|2011_09_26_drive_0084_0000000141|2011_09_26_drive_0084_0000000142,4.728753,,3,0,0.1778
66,omp,6,0,48.99916277278158,8.478520851275526,48.99917693758366,8.478558809324605,3.1931157171838076,0,0,0,,,,199,,1,0.9196
67,omp,18,0,48.99908197512044,8.4732229418437,48.999082522420714,8.47323004928152,0.5236229893114944,1,1,3,2|12|15,2011_09_26_drive_0091_0000000121|2011_09_26_drive_0091_0000000131|2011_09_26_drive_0091_0000000134,14.472943,,3,0,0.2204
68,omp,16,0,48.99916785478728,8.473141533935998,48.99915858009968,8.473219567344787,5.802350828450401,0,0,3,4|5|7,2011_09_26_drive_0091_0000000138|2011_09_26_drive_0091_0000000140|2011_09_26_drive_0091_0000000144,11.083714,,3,0,0.1865
69,omp,10,0,48.99922249701784,8.471815463817927,48.99922841762721,8.471817071364747,0.6688540493154775,1,1,3,1|2|9,2011_09_26_drive_0091_0000000324|2011_09_26_drive_0091_0000000326|2011_09_26_drive_0091_0000000339,4.531113,,3,0,0.1501
70,omp,11,0,48.99841935546029,8.468395832295474,48.998409700440135,8.468360658165338,2.7888225908477904,0,0,3,2|8|10,2011_09_26_drive_0093_0000000135|2011_09_26_drive_0093_0000000141|2011_09_26_drive_0093_0000000143,28.910888,,3,0,0.1533
71,omp,12,0,48.998476831941105,8.46847483303516,48.99847590077246,8.46846155724285,0.9769470064970027,1,1,3,3|9|11,2011_09_26_drive_0093_0000000136|2011_09_26_drive_0093_0000000142|2011_09_26_drive_0093_0000000144,32.11475,,3,0,0.1638
72,omp,26,0,48.998203939806714,8.468609675462869,48.99824903344226,8.468785922027827,13.837430953258178,0,0,3,4|21|22,2011_09_26_drive_0093_0000000360|2011_09_26_drive_0093_0000000377|2011_09_26_drive_0093_0000000378,351.655672,,3,0,0.2645
73,omp,17,0,48.99823809826118,8.468649984620303,48.99826543241262,8.468795877787485,11.099989923848225,0,0,3,4|7|14,2011_09_26_drive_0093_0000000360|2011_09_26_drive_0093_0000000363|2011_09_26_drive_0093_0000000370,145.774065,,3,0,0.1871
74,omp,5,0,48.99828511502574,8.468874866032516,48.99829927833804,8.468912042226089,3.1434363829081664,0,0,0,,,,36,,1,0.1945
75,omp,19,0,48.99827680980873,8.468780765340862,48.998315083117305,8.468916335458207,10.7948103243016,0,0,3,5|11|18,2011_09_26_drive_0093_0000000361|2011_09_26_drive_0093_0000000367|2011_09_26_drive_0093_0000000374,220.612727,,3,0,0.2122
76,omp,19,0,48.99830015621678,8.468651351491195,48.99834323488168,8.468810583632907,12.598149916783465,0,0,3,2|5|7,2011_09_26_drive_0093_0000000362|2011_09_26_drive_0093_0000000365|2011_09_26_drive_0093_0000000367,200.858239,,3,0,0.2176
81,omp,7,0,49.002347029172206,8.453468108136038,49.002343130266766,8.453483095631213,1.1792201915830909,0,1,3,4|5|6,2011_09_26_drive_0101_0000000430|2011_09_26_drive_0101_0000000431|2011_09_26_drive_0101_0000000432,3.024361,,3,0,0.132
82,omp,6,0,49.002473121292454,8.453460983299726,49.002462470315926,8.45350815604084,3.649133593156281,0,0,0,,,,199,,1,0.9648
84,omp,8,0,49.00365068366994,8.44627170221169,49.0036701473211,8.446288123211048,2.475639798318227,0,0,3,0|5|6,2011_09_26_drive_0101_0000000744|2011_09_26_drive_0101_0000000749|2011_09_26_drive_0101_0000000750,9.936664,,3,0,0.1433
85,omp,6,0,49.00431465814964,8.442605266148187,49.00429144228445,8.442728779993875,9.39852866761781,0,0,0,,,,133,,1,0.6276
87,omp,19,0,49.008078770346906,8.431532865140557,49.00807479165934,8.431529704209325,0.4992568693400292,1,1,3,16|17|18,2011_09_26_drive_0104_0000000032|2011_09_26_drive_0104_0000000033|2011_09_26_drive_0104_0000000034,25.972141,,3,0,0.199
88,omp,19,0,49.00810224747418,8.431575367209245,49.008100709764044,8.431586298261276,0.8177945527074337,1,1,3,5|12|18,2011_09_26_drive_0104_0000000021|2011_09_26_drive_0104_0000000028|2011_09_26_drive_0104_0000000034,18.795309,,3,0,0.1966
89,omp,12,0,49.008203272636614,8.431724349493933,49.00830227321947,8.431615648050379,13.581604338335127,0,0,3,0|9|11,2011_09_26_drive_0104_0000000016|2011_09_26_drive_0104_0000000025|2011_09_26_drive_0104_0000000027,7.850756,,3,0,0.1513
90,omp,19,0,49.00821457946356,8.431405592727439,49.00821987587946,8.431413403911858,0.8206758378137571,1,1,3,8|16|18,2011_09_26_drive_0104_0000000043|2011_09_26_drive_0104_0000000052|2011_09_26_drive_0104_0000000054,20.979355,,3,0,0.2091
91,omp,16,0,49.00816080305666,8.431292501110976,49.00816064060647,8.431292811341311,0.0290087832542278,1,1,3,4|5|14,2011_09_26_drive_0104_0000000061|2011_09_26_drive_0104_0000000062|2011_09_26_drive_0104_0000000071,15.350647,,3,0,0.1861
93,omp,14,0,49.00843776370865,8.429821914849,49.00843672999342,8.429827587058291,0.4306047126666519,1,1,3,2|10|11,2011_09_26_drive_0104_0000000198|2011_09_26_drive_0104_0000000206|2011_09_26_drive_0104_0000000207,10.41951,,3,0,0.1695
94,omp,8,0,49.00846541444548,8.429613112155705,49.00846309359085,8.429609841353342,0.35196067229877853,1,1,3,2|4|6,2011_09_26_drive_0104_0000000219|2011_09_26_drive_0104_0000000223|2011_09_26_drive_0104_0000000227,3.507959,,3,0,0.1393
96,omp,7,0,49.00868551063484,8.428850706104642,49.00869204906277,8.428851229941532,0.7281471657814094,1,1,3,1|5|6,2011_09_26_drive_0104_0000000302|2011_09_26_drive_0104_0000000306|2011_09_26_drive_0104_0000000307,0.948675,,3,0,0.1296
97,omp,13,0,49.01101430423696,8.423157876211787,49.01103092799133,8.42313489202283,2.498994819847852,0,0,3,10|11|12,2011_09_26_drive_0106_0000000214|2011_09_26_drive_0106_0000000215|2011_09_26_drive_0106_0000000216,17.162038,,3,0,0.1805
98,omp,18,0,49.011031517731624,8.4233164132087,49.01102946855454,8.423327173821457,0.8195220011587359,1,1,3,1|6|16,2011_09_26_drive_0106_0000000205|2011_09_26_drive_0106_0000000210|2011_09_26_drive_0106_0000000223,11.813536,,3,0,0.2653
99,omp,10,0,49.0111801332778,8.423083605363683,49.01110811622246,8.423125899437846,8.585883547929486,0,0,3,2|3|9,2011_09_26_drive_0106_0000000214|2011_09_26_drive_0106_0000000215|2011_09_26_drive_0106_0000000225,30.581828,,3,0,0.1575
100,omp,4,0,49.01515241965251,8.418157461077149,49.01515132082473,8.418160847649256,0.27622701367998237,1,1,0,,,,199,,1,0.9297
102,omp,11,0,49.011084164751125,8.41803984880936,49.01108520403991,8.418042995885735,0.2576094515710109,1,1,3,8|9|10,2011_09_28_drive_0002_0000000049|2011_09_28_drive_0002_0000000051|2011_09_28_drive_0002_0000000053,7.389488,,3,0,0.1617
103,omp,14,0,49.01096500757893,8.417889382662358,49.010862665161646,8.417824667702513,12.326872635881584,0,0,3,1|2|3,2011_09_28_drive_0002_0000000060|2011_09_28_drive_0002_0000000061|2011_09_28_drive_0002_0000000062,8.036704,,3,0,0.1705
105,omp,8,0,49.009824390289445,8.417630398822977,49.00982304641679,8.4176336290623,0.27960884534921937,1,1,3,2|6|7,2011_09_29_drive_0026_0000000006|2011_09_29_drive_0026_0000000014|2011_09_29_drive_0026_0000000016,1.971945,,3,0,0.1391
106,omp,8,0,49.008869062096444,8.397397894360976,49.00888031397546,8.397383875212636,1.6179330583886578,0,1,3,1|5|7,2011_09_29_drive_0071_0000000161|2011_09_29_drive_0071_0000000169|2011_09_29_drive_0071_0000000173,3.934498,,3,0,0.1272
108,omp,17,0,49.05040355193749,8.396373167920684,49.05040373574427,8.396382177344005,0.6588873549037255,1,1,3,1|5|8,2011_09_30_drive_0018_0000000078|2011_09_30_drive_0018_0000000082|2011_09_30_drive_0018_0000000085,10.128046,,3,0,0.2072
109,omp,21,0,49.05108662194363,8.396295586755594,49.051091983077356,8.396305839225123,0.9576582593261329,1,1,3,0|1|4,2011_09_30_drive_0018_0000000740|2011_09_30_drive_0018_0000000741|2011_09_30_drive_0018_0000000744,23.353904,,3,0,0.2212
111,omp,21,0,49.0510881813588,8.396295650644785,49.05109365983753,8.396307535131836,1.0610739934646465,0,1,3,0|3|9,2011_09_30_drive_0018_0000001484|2011_09_30_drive_0018_0000001487|2011_09_30_drive_0018_0000001493,16.261143,,3,0,0.207
112,omp,21,0,49.04954849975159,8.39633856155785,49.049538844669435,8.39629783975774,3.1644685023874852,0,0,3,0|1|2,2011_09_30_drive_0018_0000002260|2011_09_30_drive_0018_0000002261|2011_09_30_drive_0018_0000002262,85.133368,,3,0,0.2172
114,omp,9,0,49.051482149823705,8.39604497676364,49.05146913603603,8.396055370838694,1.6345787893972537,0,1,3,1|3|7,2011_09_30_drive_0018_0000002604|2011_09_30_drive_0018_0000002606|2011_09_30_drive_0018_0000002610,2.336105,,3,0,0.2014
115,omp,14,0,49.05206897446847,8.395856904485214,49.05206436642282,8.395865413355601,0.8058870121254567,1,1,3,1|2|11,2011_09_30_drive_0018_0000002661|2011_09_30_drive_0018_0000002662|2011_09_30_drive_0018_0000002671,12.887931,,3,0,0.1717
117,omp,7,0,49.0533008940003,8.393673460250975,49.053309037566294,8.393673131180291,0.9059716008919803,1,1,3,0|5|6,2011_09_30_drive_0020_0000000222|2011_09_30_drive_0020_0000000227|2011_09_30_drive_0020_0000000228,1.007874,,3,0,0.128
118,omp,16,0,49.05348365203556,8.396635087569518,49.05348782661079,8.39665668833155,1.6457145615691806,0,1,3,1|3|4,2011_09_30_drive_0020_0000000844|2011_09_30_drive_0020_0000000846|2011_09_30_drive_0020_0000000847,30.243637,,3,0,0.18
119,omp,7,0,49.05330184091468,8.393666397944571,49.053308995012976,8.393673173856262,0.9371757076775545,1,1,3,4|5|6,2011_09_30_drive_0020_0000001045|2011_09_30_drive_0020_0000001046|2011_09_30_drive_0020_0000001047,2.119066,,3,0,0.1266
120,omp,16,0,48.98579621752525,8.394256198719976,48.98581402694546,8.3942980399286,3.6471058123576494,0,0,3,2|3|7,2011_09_30_drive_0027_0000000107|2011_09_30_drive_0027_0000000108|2011_09_30_drive_0027_0000000112,9.682676,,3,0,0.1832
121,omp,18,0,48.986499714150256,8.395654924208634,48.98648983325911,8.395664362701496,1.2979592659823456,0,1,3,7|8|14,2011_09_30_drive_0027_0000000439|2011_09_30_drive_0027_0000000440|2011_09_30_drive_0027_0000000446,9.415952,,3,0,0.1937
122,omp,10,0,48.98642196698182,8.395539723510723,48.986449876761135,8.395476550050772,5.568933991686756,0,0,3,1|2|9,2011_09_30_drive_0027_0000000441|2011_09_30_drive_0027_0000000442|2011_09_30_drive_0027_0000000449,4.568638,,3,0,0.1485
124,omp,15,0,48.98667679862308,8.393779837115972,48.986675676913414,8.393752993425,1.9686810569973425,0,1,3,0|1|2,2011_09_30_drive_0027_0000000608|2011_09_30_drive_0027_0000000609|2011_09_30_drive_0027_0000000610,18.920152,,3,0,0.1743
125,omp,15,0,48.98674343655446,8.39381604260397,48.98675227499934,8.39381796329511,0.9929207400376633,1,1,3,0|1|3,2011_09_30_drive_0027_0000000608|2011_09_30_drive_0027_0000000609|2011_09_30_drive_0027_0000000611,12.941695,,3,0,0.1749
126,omp,27,0,48.98680855712071,8.39359922265725,48.98682160657178,8.393587491973694,1.6861820365882927,0,1,3,0|1|13,2011_09_30_drive_0027_0000000614|2011_09_30_drive_0027_0000000615|2011_09_30_drive_0027_0000000628,42.734873,,3,0,0.256
127,omp,7,0,48.985754475950166,8.392826729665197,48.98575191076279,8.392817411280369,0.7392940784593026,1,1,3,0|1|3,2011_09_30_drive_0027_0000000859|2011_09_30_drive_0027_0000000860|2011_09_30_drive_0027_0000000862,1.320201,,3,0,0.1244
130,omp,16,0,48.98527777569591,8.393726764600478,48.98528424236844,8.39368695705649,3.0010875326956463,0,0,3,4|12|13,2011_09_30_drive_0027_0000000998|2011_09_30_drive_0027_0000001006|2011_09_30_drive_0027_0000001007,41.688532,,3,0,0.1702
132,omp,7,0,48.98482987326172,8.394705742643483,48.98482131635923,8.394696596088266,1.163508818348229,0,1,3,1|2|3,2011_09_30_drive_0028_0000000062|2011_09_30_drive_0028_0000000063|2011_09_30_drive_0028_0000000064,0.820242,,3,0,0.1276
133,omp,5,0,48.98360529868199,8.396317793106416,48.983636898015256,8.396343108290827,3.972742533068926,0,0,0,,,,11,,1,0.0697
136,omp,6,0,48.98772455305229,8.39822164525589,48.987703075613055,8.398253077554074,3.3162202986494616,0,0,0,,,,199,,1,0.9552
138,omp,9,0,48.98636763067193,8.399429296294608,48.986343438830836,8.399386187955873,4.146466296006398,0,0,3,0|6|7,2011_09_30_drive_0028_0000001861|2011_09_30_drive_0028_0000001870|2011_09_30_drive_0028_0000001872,5.074626,,3,0,0.1417
139,omp,7,0,48.986220409964005,8.399269053624847,48.986214771881215,8.399260438568499,0.8892336154117984,1,1,3,1|3|6,2011_09_30_drive_0028_0000001864|2011_09_30_drive_0028_0000001868|2011_09_30_drive_0028_0000001874,1.790986,,3,0,0.1289
141,omp,15,0,48.98634823142909,8.399352287322044,48.98636397084218,8.399289575928034,4.912384337554361,0,0,3,4|13|14,2011_09_30_drive_0028_0000002478|2011_09_30_drive_0028_0000002488|2011_09_30_drive_0028_0000002489,13.283325,,3,0,0.1745
142,omp,12,0,48.98620944215989,8.399339542644869,48.98620013745401,8.399339265078936,1.0349708242622153,0,1,3,7|10|11,2011_09_30_drive_0028_0000002492|2011_09_30_drive_0028_0000002499|2011_09_30_drive_0028_0000002501,5.128861,,3,0,0.1583
143,omp,5,0,48.98615847183179,8.398612767119223,48.986101766560246,8.398534224426191,8.533188545283446,0,0,0,,,,9,,1,0.0563
144,omp,11,0,48.98626317697641,8.398449684989373,48.9862849784411,8.398440341637096,2.5191276342112165,0,0,3,2|4|8,2011_09_30_drive_0028_0000002571|2011_09_30_drive_0028_0000002573|2011_09_30_drive_0028_0000002577,7.656664,,3,0,0.1569
145,omp,4,0,48.986273148783134,8.398585875284263,48.98630989206851,8.398578418355688,4.122490109254772,0,0,0,,,,199,,1,0.9596
146,omp,7,0,48.98614312429946,8.398438457019079,48.98612322601668,8.398431011423698,2.2789924924093126,0,0,3,0|2|4,2011_09_30_drive_0028_0000002596|2011_09_30_drive_0028_0000002598|2011_09_30_drive_0028_0000002600,0.918774,,3,0,0.1298
147,omp,8,0,48.98444691644522,8.397855236874735,48.98444792636873,8.39784437876048,0.8026517214849811,1,1,3,0|1|4,2011_09_30_drive_0028_0000002880|2011_09_30_drive_0028_0000002881|2011_09_30_drive_0028_0000002887,1.773438,,3,0,0.1363
148,omp,11,0,48.98444164700795,8.398568977994941,48.98444441570919,8.39857526234498,0.5535231291814121,1,1,3,2|8|10,2011_09_30_drive_0028_0000002970|2011_09_30_drive_0028_0000002981|2011_09_30_drive_0028_0000002985,3.356944,,3,0,0.2462
149,omp,6,0,48.984425075961454,8.398565875690089,48.98443123440828,8.398582472576406,1.394561620778019,0,1,0,,,,199,,1,0.8989
150,omp,4,0,48.9843693604108,8.398542087126826,48.984358937316586,8.39851519414505,2.2843624717796196,0,0,0,,,,199,,1,0.9086
151,omp,8,0,48.98434963953324,8.398510243957098,48.984343359532794,8.398514767705981,0.772911916753722,1,1,3,0|1|6,2011_09_30_drive_0028_0000002968|2011_09_30_drive_0028_0000002969|2011_09_30_drive_0028_0000002977,1.947296,,3,0,0.167
153,omp,10,0,48.98332058274941,8.399125286730687,48.98332027368333,8.399125014307177,0.03973648206303993,1,1,3,2|3|9,2011_09_30_drive_0028_0000003218|2011_09_30_drive_0028_0000003219|2011_09_30_drive_0028_0000003230,4.970703,,3,0,0.1562
154,omp,5,0,48.98342136921134,8.399997718796634,48.98339748223166,8.40008367417303,6.829419190723379,0,0,0,,,,24,,1,0.1206
156,omp,10,0,48.98348135450417,8.400859572392827,48.98348597564077,8.40081123495394,3.5752349074859557,0,0,3,1|3|9,2011_09_30_drive_0028_0000003457|2011_09_30_drive_0028_0000003459|2011_09_30_drive_0028_0000003465,3.513099,,3,0,0.1475
157,omp,10,0,48.98355681377717,8.400894493268597,48.983563439532645,8.400899381568639,0.8191250887898985,1,1,3,0|4|5,2011_09_30_drive_0028_0000003461|2011_09_30_drive_0028_0000003465|2011_09_30_drive_0028_0000003466,1.023128,,3,0,0.1503
